Name,Description,Time
Family Game Hour,"This event will take place in person at the Richmondtown Branch Library.

Choose a board game or puzzle from our collection & get your game on! Fun for the whole family.",2025-03-24 11:55:23.000000
STREAM Series,"Explore the fundamentals of STREAM (Science, Technology, Responsibility, Art, and Math) with new activities each week!",2025-03-24 11:10:42.000000
Teen Movie Thursday,"This event will take place in person at the Jerome Park Library. 

Teens are invited to enjoy popcorn and snacks while watching a feature film chosen from audience suggestions.

Teens, join us each week for Teen Movie Thursday and enjoy a different movie screening each week.",2025-03-24 11:29:13.000000
One-on-One Computer Assistance,"This event will take place in-person at the Stavros Niarchos Foundation Library, 4th floor, room 403.

Work with a Stavros Niarchos Foundation Library staff member to complete a personal project on the computer. If you have a tech problem, question, or would just like some individualized tutorials, this is your time to work with a librarian and receive personal attention and instruction. 

Assistance can include:


	Internet browsing
	Email 
	Typing software
	eBooks and Audiobooks
	Library Catal…",2025-03-25 02:43:20.000000
Diamond Painting Social: Spring Edition,"This event will take place in-person at the South Beach Library.

In case you haven’t come across it, diamond painting is one of the fastest trending crafts out there!

This relatively new art form breaks images down into patterns. Combining the concepts of mosaic art and paint-by-numbers, diamond painting uses tiny round rhinestones on adhesive to create a glittering, multi-dimensional picture.

If you enjoy detail work and bling, this craft is perfect for you!

This will be an ongoing social p…",2025-03-24 22:59:22.000000
Dante's Divine Comedy: A Pilgrimage in Seventeen Steps,"Surely one of the most ambitious works of literature ever written, Dante's  Divine Comedy tells the story of how the author's soul journeyed from the exile of a ""dark wood"" towards the light of its Native Land in God, in whose Image it was created. Steeped in the political, theological, and philosophical engagements of its time, this series of seventeen lectures seeks to assist the reader and the merely curious alike in understanding the world of Dante, so that we may better understand ourselves…",2025-03-24 20:31:39.000000
Family Storytime @ City Island,"This event will take place in person at the City Island Library. Join us for live, program with songs, rhymes, and favorite read-aloud books as we show you that storytime is fun for the whole family. Ideal for caregivers with multiple-aged children. First Come, First Served.  A limit of 15 children and caregivers per session. 

Storytime is a program for parents/caregivers and their children. Both the parent/caregiver and the child must be present during the entire program: unaccompanied adults…",2025-03-24 13:56:36.000000
Craft program,"Learn a different craft every Friday at 11 am.

Work with recycled materials, paper mache , clay, twine, fabric, candles ..& more       

No experience is needed and all materials will be provided. 

This event will take place in person at The Castle Hill Library

Registration required, by phone or in person. Limit of 5 participants",2025-03-24 12:34:52.000000
Mahjong  Canasta and More,"Bring your Mahjong and Canasta sets if you want to start up a game here at Huguenot. We  will have an assortment of games avaliable for you to play if you don't have a set or prefer a different game. Chess, Checkers, Backgammon, Dominos,  Scrabble, and playing cards.",2025-03-24 16:43:00.000000
Friday Crafternoon,"This event will take place in person at Stavros Niarchos Foundation Library, Room 304, Floor 3

Join us for two hours of freeform crafting and conversation. Bring your own project or choose something from our collection to work on. We have materials for sewing, knitting, crochet, coloring, paper crafts, and puzzles, too.

All programs are subject to change or cancellation. As of March 14, 2022 The New York Public Library no longer mandates proof of vaccination at large-scale public events. Patro…",2025-03-24 13:04:09.000000
Fun Film Fridays,This event will take place in person at Throgs Neck Library.. Come kick back and enjoy a family-friendly movie with the Throgs Neck branch Children's Library staff! Film ratings range from G-PG. Children must be accompanied by a caregiver in order to participate.,2025-03-24 17:20:31.000000
Teen Unwind: Unplug & Relax,"Relax in analog - with board games, books, word puzzles, coloring pages, and anything else without a screen.",2025-03-24 22:34:29.000000
Coloring Club,"This event will take place in person at Baychester on Fridays. Kids will select from a prompt and color according to the prompt, or simply get creative and color freely. All materials will be provided. 


	Sign up for the NYPL Kids e-newsletter to get information on upcoming author talks and events happening at the Library and online. Get updates on online programming, at-home activities, and more in your inbox!",2025-03-24 18:29:46.000000
Adult Coloring and Conversation,"This event will take place in person at the Clason's Point Library. Have fun conversation while enjoying the relaxing activity of coloring. Coloring helps with destressing and maintaining a healthy lifestyle. This week we will be focusing on celebrating Immigrant Heritage Month. Materials are provided, just bring what's on your mind! Masks are encouraged at all NYPL locations.",2025-03-24 22:53:37.000000
Active Play @ the Library,"School's over for the week?  Come join us from some active play @ the library.  We have board games, legos and dress up clothes for all ages.  

**** First come, first serve

****For children, 18 months to 12 years.",2025-03-25 02:45:41.000000
Fun Fridays!,"This program will take place in person at the Belmont Library.

Come celebrate Fridays with board games, LEGOS, arts and crafts and more!",2025-03-24 16:45:24.000000
Game Day,"This event will take place in person at Jerome Park Library. 

Join us for an hour of fun and games. Challenge your friends to a game on our Nintendo Switch, Jenga or Connect Four.",2025-03-25 05:14:02.000000
Friday Crafternoon,"Do you enjoy arts and crafts?  Want to make something with fellow enthusiasts?  Then join us Friday afternoons at 4:00 p.m. as we practice a variety of skills with some fun papercrafts to get your creative juices flowing. 

Best for ages 4-12 and caregivers. Advanced online registration is recommended.",2025-03-24 13:09:13.000000
Lego Lounge,Come have fun and learn through building with Legos! We have our own Lego table available and many baseplates to create your own mini-world. Come and see what you can create! Families welcome.,2025-03-24 20:36:27.000000
Kahoot! Trivia,"In celebration of Carribean-American Heritage month, join us at Woodstock for the chance to explore the history and culture ofthe 12 Carribean countries.",2025-03-24 15:52:05.000000
Teen Video Games,"This event will take place in person at the Clason's Point Library. Join us to play Nintendo Switch games! Snacks will be provided.  

For tweens and teens ages 12-18.",2025-03-24 20:02:42.000000
50th Anniversary of Hip Hop: Hip-Hop Open Mic,"Celebrate the 50th Anniversary of Hip Hop at The New York Public Library!


	Throughout 2023, NYC’s public libraries will be celebrating 50 years since the creation of hip-hop with a robust slate of programs throughout the spring and summer. Working together with Queens Public Library and the Brooklyn Public Library, NYPL is focusing on hip hop’s origins within New York City and its rich legacy of art, culture, and music that spreads across the nation and around the world.


	


This event will…",2025-03-24 15:58:27.000000
Riverside Knitting and Crocheting Circle,Join us for the Riverside knitting and crocheting circle every Saturday from 10am  to 12pm. Please bring your own materials and get ready to have some crafty good times!,2025-03-24 11:26:07.000000
New York State Senator Jessica Scarcella Spanton Mobile Office Hours,Visit the South Beach Library to speak with a representative from State Senator Jessica Scarcella Spanton's office. Have your voice heard.,2025-03-24 12:39:41.000000
Family Game Hour,"This event will take place in person at the Richmondtown Branch Library.

Choose a board game or puzzle from our collection & get your game on! Fun for the whole family.",2025-03-24 12:01:44.000000
National Film Registry Series: Bruce Brown's The Endless Summer' (1966),"The classic Documentary on surfing which combines Brown’s more personal style with the more traditional documentarian approach. The film focuses on two surfers looking for the perfect wave in places around the world. (92 minutes)


	[Bruce Brown] is a sort of Fellini of Foam.


—Peter Bart, The New York Times

The National Film Preservation Board serves as an advisory group to the Librarian of Congress to ensure the survival, conservation and increased public availability of America's film herit…",2025-03-24 18:59:18.000000
"Hip-Hop Through the Decades: A listening party and educational talk, journeying through the key artists, musical milestones, and cultural touchpoints of the 70’s, 80’s, 90’s and 2000’s Hip Hop scenes. (With accessible and tactile art components)","Throughout the past few decades, hip-hop has been a growing and dominating genre in main-stream music. In this four week class, students will learn how hip-hop started out in the early 70s, how it grew in the main stream into the 80s, up until the twenty-first century. Students will learn the  different artists of each decade, and how each of these artists contributed to the hip-hop genre. Such artists will include DJ Kool Herc, Grand Master Flash, Run-DMC, Queen Latifah, The Notorious B.I.G, an…",2025-03-24 18:50:17.000000
Reel to Read Movies: Dark Passage (1947),"​Note: This event will be in-person at SNFL, Room 303 | Registration Required

Dark Passage (1947)

A man convicted of murdering his wife escapes from prison and works with a woman to try and prove his innocence.

1947 | TV-PG | 106 minutes

 

About Reel to Read: The page meets the screen at Reel to Read, a curated series of independent and classic cinema. These free screenings,  hand-picked by librarians, local authors, and film experts, include a Recommended Reads list based on the movie.

*T…",2025-03-24 21:12:39.000000
Open Lab,Are you having trouble with your email? Don't know how to cut and paste? Curious about Twitter or other computer programs and software? Patrons are welcome to use the lab and get one-on-one assistance!,2025-03-24 13:09:29.000000
The Riverdale Writers Circle (In Person),"This event will take place in person at the Riverdale Library.  Are you interested in sharing a piece you've been working on or something from long ago?  Join library staff and other writers in the neighborhood and receive feedback on your work. Get ideas from your peers, connect with others and push your work to the next level. Get ideas from your peers, connect with others and push your work to the next level.",2025-03-24 17:41:57.000000
Movies @ Kips Bay Library Presents Throwback Thursday Theater: The Harvey Girls,"Synopsis 

A group of refined waitresses for a chain of railroad-station restaurants in New Mexico are sent out to tame the wild and woolly West in the 19th century, but encounter some resistance in the form of a saloon owner, a corrupt judge and a local madam. Featuring the Oscar-winning song ""On the Atcheson, Topeka and the Santa Fe.""

Directors: George Sidney, Production Year: 1946, Rating: TV-G, Studio: Warner Bros., Runtime: 101 minutes

 

Cast

Judy Garland, John Hodiak, Angela Lansbury,…",2025-03-24 16:39:14.000000
Brain Games,This event will take place in person at Throgs Neck Library. Looking for new games or ready to play some old favorites? The Throgs Neck Children's library staff will be using fun and educational games to challenge children to use the logical and analytical left side of their brain while also incorporating the emotional and imaginative right side of their brain. Children must be accompanied by a caregiver in order to participate.,2025-03-24 12:12:12.000000
One-on-One Computer Assistance,"This event will take place in-person at the Stavros Niarchos Foundation Library, 4th floor, room 403.

Work with a Stavros Niarchos Foundation Library staff member to complete a personal project on the computer. If you have a tech problem, question, or would just like some individualized tutorials, this is your time to work with a librarian and receive personal attention and instruction. 

Assistance can include:


	Internet browsing
	Email 
	Typing software
	eBooks and Audiobooks
	Library Catal…",2025-03-24 18:36:29.000000
Kid's Crafternoon,Let's get crafty! Each week we will provide a variety of craft supplies for children to get creative and make something special to take home.,2025-03-24 19:12:25.000000
DIY Button Making Workshop,This event will take place in person at Sedgwick Library. Personalized your own button or bring your own design.,2025-03-25 03:14:59.000000
One-on-One Computer Assistance,"This event will take place in-person at the Stavros Niarchos Foundation Library, 4th floor, room 403.

Work with a Stavros Niarchos Foundation Library staff member to complete a personal project on the computer. If you have a tech problem, question, or would just like some individualized tutorials, this is your time to work with a librarian and receive personal attention and instruction. 

Assistance can include:


	Internet browsing
	Email 
	Typing software
	eBooks and Audiobooks
	Library Catal…",2025-03-25 04:48:32.000000
Stay Calm & Color,"This event will take place in person at Wakefield Library. Coloring is a great sitting still activity that encourages kids to slow down and focus on one specific task. It's also important in early childhood education by helping develop hand strength, practice pencil grip, stimulates creativity, encourages self expression, improves fine motor coordination and encourages patience and relaxation. All supplies will be provided by us. No need to Register-just show up!",2025-03-24 11:34:50.000000
Family Game Hour,"This event will take place in person at the Richmondtown Branch Library.

Choose a board game or puzzle from our collection & get your game on! Fun for the whole family.",2025-03-24 18:47:24.000000
STREAM Series,"Explore the fundamentals of STREAM (Science, Technology, Responsibility, Art, and Math) with new activities each week!",2025-03-24 14:27:37.000000
Rap Battle Royale,"Express your love for Hip- Hop through poetry and rap, while winning prizes! Perform your original piece or something dear to your heart.


	This project was made possible in part by the Institute of Museum and Library Services.",2025-03-24 17:19:59.000000
Teen Movie Thursday,"This event will take place in person at the Jerome Park Library. 

Teens are invited to enjoy popcorn and snacks while watching a feature film chosen from audience suggestions.

Teens, join us each week for Teen Movie Thursday and enjoy a different movie screening each week.",2025-03-24 18:19:33.000000
In Person English Conversation Hour,"In Person English Conversation Hour (ECH), is an open conversation where English language learners can discuss life, art, music, films, food, culture, current events, and other topics of interest. 

Participation takes place in small group settings. This is not a formal class, but a fun and informal discussion, the only requirement is you are ready to have a conversation!

Spring 2023 DATES:

Tuesdays and Thursdays, 10:15 AM - 11:30 AM

Tuesdays and Thursdays, 4:15-5:30 PM

May: 2, 4, 9, 11, 16,…",2025-03-24 12:08:08.000000
One-on-One Computer Assistance,"This event will take place in-person at the Stavros Niarchos Foundation Library, 4th floor, room 403.

Work with a Stavros Niarchos Foundation Library staff member to complete a personal project on the computer. If you have a tech problem, question, or would just like some individualized tutorials, this is your time to work with a librarian and receive personal attention and instruction. 

Assistance can include:


	Internet browsing
	Email 
	Typing software
	eBooks and Audiobooks
	Library Catal…",2025-03-25 03:08:02.000000
Diamond Painting Social: Spring Edition,"This event will take place in-person at the South Beach Library.

In case you haven’t come across it, diamond painting is one of the fastest trending crafts out there!

This relatively new art form breaks images down into patterns. Combining the concepts of mosaic art and paint-by-numbers, diamond painting uses tiny round rhinestones on adhesive to create a glittering, multi-dimensional picture.

If you enjoy detail work and bling, this craft is perfect for you!

This will be an ongoing social p…",2025-03-24 19:58:22.000000
Dante's Divine Comedy: A Pilgrimage in Seventeen Steps,"Surely one of the most ambitious works of literature ever written, Dante's  Divine Comedy tells the story of how the author's soul journeyed from the exile of a ""dark wood"" towards the light of its Native Land in God, in whose Image it was created. Steeped in the political, theological, and philosophical engagements of its time, this series of seventeen lectures seeks to assist the reader and the merely curious alike in understanding the world of Dante, so that we may better understand ourselves…",2025-03-24 17:18:48.000000
Beginners One on One Computer Sessions,"This event will take place in person at Throgs Neck Library . Do you want to learn about the computers?  Do you want to be a techie?  Here is a list of possible one on one computer sessions you can inquire our staff about.


	Learn to type
	Learn to use the mouse
	Basic Computer
	Microsoft Word
	Microsoft PowerPoint
	Microsoft Excel
	IPad Basic
	Internet
	And Many More


Please come to our beginners one on one computer sessions on Mondays  and  Fridays from 10am -12pm . Please register at the fr…",2025-03-24 21:41:58.000000
Family Storytime @ City Island,"This event will take place in person at the City Island Library. Join us for live, program with songs, rhymes, and favorite read-aloud books as we show you that storytime is fun for the whole family. Ideal for caregivers with multiple-aged children. First Come, First Served.  A limit of 15 children and caregivers per session. 

Storytime is a program for parents/caregivers and their children. Both the parent/caregiver and the child must be present during the entire program: unaccompanied adults…",2025-03-24 17:14:37.000000
Craft program,"Learn a different craft every Friday at 11 am.

Work with recycled materials, paper mache , clay, twine, fabric, candles ..& more       

No experience is needed and all materials will be provided. 

This event will take place in person at The Castle Hill Library

Registration required, by phone or in person. Limit of 5 participants",2025-03-24 19:22:23.000000
Open Play: Tots & Toys,"Join us for a library playdate and meet other caregivers as we explore developmentally appropriate play materials in a safe, warm, and joyful environment. Extend your child’s learning through play!",2025-03-24 19:33:51.000000
Computer Basics,"This event will take place in person at The Soundview Library.

Learn about the various types and components of computers, including basic computer terminology, an overview of operating systems, and popular software applications.",2025-03-24 20:34:50.000000
*In-Person: Family Knitting/Crochet Circle,"Join Jerome Park's weekly knitting and crochet social hour as we learn how to cast on and create different stitches. If you are already working on a pattern, bring it  with you to work on as you meet, mingle, have fun and relax.",2025-03-24 14:04:23.000000
Mahjong  Canasta and More,"Bring your Mahjong and Canasta sets if you want to start up a game here at Huguenot. We  will have an assortment of games avaliable for you to play if you don't have a set or prefer a different game. Chess, Checkers, Backgammon, Dominos,  Scrabble, and playing cards.",2025-03-24 19:30:17.000000
Friday Crafternoon,"This event will take place in person at Stavros Niarchos Foundation Library, Room 304, Floor 3

Join us for two hours of freeform crafting and conversation. Bring your own project or choose something from our collection to work on. We have materials for sewing, knitting, crochet, coloring, paper crafts, and puzzles, too.

All programs are subject to change or cancellation. As of March 14, 2022 The New York Public Library no longer mandates proof of vaccination at large-scale public events. Patro…",2025-03-24 21:28:17.000000
*In-Person: Google Drive/Docs,"This event will take place in person at the Bronx Library Center.

Learn how to create, edit and share online documents using Google's ever-evolving word processing, spreadsheet, presentation and calendar programs.

Please note that you must have a Google account and know your password to attend this class. The instructor will not be able to set up an account for you or recover your password during the class. 

*First come, first served.",2025-03-24 17:41:25.000000
Fun Film Fridays,This event will take place in person at Throgs Neck Library.. Come kick back and enjoy a family-friendly movie with the Throgs Neck branch Children's Library staff! Film ratings range from G-PG. Children must be accompanied by a caregiver in order to participate.,2025-03-24 17:54:02.000000
ICCAN meetings (Virtual),The YA librarian will individually meet teens for college application and admissions guidance or career assistance online.,2025-03-24 15:54:08.000000
Teen Unwind: Unplug & Relax,"Relax in analog - with board games, books, word puzzles, coloring pages, and anything else without a screen.",2025-03-24 21:18:40.000000
Coloring Club,"This event will take place in person at Baychester on Fridays. Kids will select from a prompt and color according to the prompt, or simply get creative and color freely. All materials will be provided. 


	Sign up for the NYPL Kids e-newsletter to get information on upcoming author talks and events happening at the Library and online. Get updates on online programming, at-home activities, and more in your inbox!",2025-03-24 13:00:57.000000
Active Play @ the Library,"School's over for the week?  Come join us from some active play @ the library.  We have board games, legos and dress up clothes for all ages.  

**** First come, first serve

****For children, 18 months to 12 years.",2025-03-24 21:00:59.000000
Fun Fridays!,"This program will take place in person at the Belmont Library.

Come celebrate Fridays with board games, LEGOS, arts and crafts and more!",2025-03-24 17:45:08.000000
Game Day,"This event will take place in person at Jerome Park Library. 

Join us for an hour of fun and games. Challenge your friends to a game on our Nintendo Switch, Jenga or Connect Four.",2025-03-24 15:57:52.000000
Friday Crafternoon,"Do you enjoy arts and crafts?  Want to make something with fellow enthusiasts?  Then join us Friday afternoons at 4:00 p.m. as we practice a variety of skills with some fun papercrafts to get your creative juices flowing. 

Best for ages 4-12 and caregivers. Advanced online registration is recommended.",2025-03-24 20:08:48.000000
Lego Lounge,Come have fun and learn through building with Legos! We have our own Lego table available and many baseplates to create your own mini-world. Come and see what you can create! Families welcome.,2025-03-24 12:38:32.000000
Teen Video Games,"This event will take place in person at the Clason's Point Library. Join us to play Nintendo Switch games! Snacks will be provided.  

For tweens and teens ages 12-18.",2025-03-24 13:56:46.000000
Riverside Knitting and Crocheting Circle,Join us for the Riverside knitting and crocheting circle every Saturday from 10am  to 12pm. Please bring your own materials and get ready to have some crafty good times!,2025-03-24 13:46:03.000000
New York State Senator Jessica Scarcella Spanton Mobile Office Hours,Visit the South Beach Library to speak with a representative from State Senator Jessica Scarcella Spanton's office. Have your voice heard.,2025-03-24 21:03:05.000000
Family Game Hour,"This event will take place in person at the Richmondtown Branch Library.

Choose a board game or puzzle from our collection & get your game on! Fun for the whole family.",2025-03-24 17:52:27.000000
National Film Registry Series: Bruce Brown's The Endless Summer' (1966),"The classic Documentary on surfing which combines Brown’s more personal style with the more traditional documentarian approach. The film focuses on two surfers looking for the perfect wave in places around the world. (92 minutes)


	[Bruce Brown] is a sort of Fellini of Foam.


—Peter Bart, The New York Times

The National Film Preservation Board serves as an advisory group to the Librarian of Congress to ensure the survival, conservation and increased public availability of America's film herit…",2025-03-24 16:01:49.000000
Reel to Read Movies: Dark Passage (1947),"​Note: This event will be in-person at SNFL, Room 303 | Registration Required

Dark Passage (1947)

A man convicted of murdering his wife escapes from prison and works with a woman to try and prove his innocence.

1947 | TV-PG | 106 minutes

 

About Reel to Read: The page meets the screen at Reel to Read, a curated series of independent and classic cinema. These free screenings,  hand-picked by librarians, local authors, and film experts, include a Recommended Reads list based on the movie.

*T…",2025-03-24 20:48:12.000000
Start with Art,"Promote early literacythrough art, while getting creative! Young  artisits will explore colors, shapes, and more while working on motor skills - and creating some fun crafts along the way. First Come, First Serve.  Limited to 12 children and caregivers per session. 

Storytime is a program for parents/caregivers and their children. Both the parent/caregiver and the child must be present during the entire program: unaccompanied adults or children will be asked to leave the program. When registeri…",2025-03-24 19:33:19.000000
Clase de Tecnología,"Este evento se llevará a cabo en persona en la Biblioteca Van Cortlandt.

¿Necesitas ayuda en cómo usar una computadora? Estamos aquí para ayudarte.",2025-03-25 01:15:30.000000
Little Movers Craft: Disability Pride Month!,"This Program will take place, in person, at Pelham Bay Library.

 

Come join us for a hands-on project  designed for ages 2-5. All materials will be provided. Activities will be in honor of Disability Pride Month!",2025-03-24 21:19:57.000000
TechConnect: Basic Keyboarding,"This event will take place in person at the Wakefield Library.

Interested in using computers but don't know where to start? 

Want to learn basic  keyboarding? 

Then this is the class for you!

REGISTRATION IS REQUIRED and REGISTRATION OPENS ONE WEEK PRIOR TO CLASS
	- This Program is  Limited to Five Persons.",2025-03-24 20:02:11.000000
Riverside Adult Coloring,"This event will take place in-person at Riverside Library.

Wanna color and get creative? We will meet every Wednesday at 4pm. It's not just for kids! Join us and discover the fun and calming benefits of coloring. Color, relax and enjoy!  Coloring supplies will be provided, but participants are welcome to bring their own materials too.",2025-03-24 22:22:16.000000
Video Game Hour,Join us in person at the Woodstock Library to play some Nintendo Switch! Snacks provided!,2025-03-25 05:17:32.000000
Teen Manga & Graphic Novel Club,This event will take place in person at Clason's Point Library. Join us to talk about your favorite manga and graphic novels! We'll share recommendations and have manga-themed activities. Snacks will be provided. For teens ages 13-18.,2025-03-25 03:27:48.000000
"16mm Film Screening - Victor Fleming's ""The Wizard of Oz""","Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.

““Who doesn’t get goosebumps when the muted sepia tones shown in the first few acts morph into glorious, rich color when Dorothy lands in Oz or when they feast their eyes on the beautiful sets, costumes, and gorgeous cinematography,  Of course, the high poin…",2025-03-24 21:05:09.000000
Lapsit Storytime: Baby & Me,"This event will take place in person at the Richmondtown Library.


	Join us for a special time to bond with your little one and meet other caregivers. We will explore the joys of movement, books, and songs, in addition to building early learning skills you can practice at home. Come prepared to sit with your child on your lap. Best for children who are pre-walkers or crawlers.

 

*Space is limited.  First come will be first served. No pre-registration required.*",2025-03-24 21:53:43.000000
Adult Art Therapy,"Join us for a basic painting using water colors or coloring pencils.

Coloring promotes wellness, quietness, 

and also stimulates brain areas related to motor skills, 

the senses, and creativity and of course is fun.

This event will take place in person at The Castle Hill Library

All materials will be provided. 

Join this program and get a free watercolor paint set . While supplies last.

No Registration required.",2025-03-24 18:39:12.000000
WeSpeakNYC English Conversation Class,"This event will take place in person at the Clason's Point Library. NO REGISTRATION NEEDED! Just come to a class!

WeSpeakNYC is an Emmy Award-winning TV show created to help people practice English. Each story is about everyday situations, like going to the doctor or talking with a child's teacher. The characters speak slowly and clearly. These 2-hour classes work best for people who already speak some English and want to practice. Watch WeSpeakNYC videos and discuss them with adults (16 and up…",2025-03-24 16:56:28.000000
Adult Art Studio,"Adult Art Studio Richmondtown Library

                                              Thursday July.6 & Thursday July.20

We welcome you to join us for our Adult Art Studio program! Participants are encouraged to bring their own projects or start anew. You can improve your portfolio by creating a drawing, painting, mixed media collage, or more! Supplies will be provided, but participants are welcomed to bring their own. Drop in, share your art, and meet new people!

Open to Adults 18+",2025-03-25 02:24:51.000000
Bring Your Own Device (BYOD),"This event will take place in person at Van Cortlandt Library.

Need help understanding your Apple or Android devices?  Then come by Van Cortland Library BYOD and enjoy.",2025-03-24 17:43:00.000000
Craftwerk - Virtual Open Craft Hour for Adults,"This event is online only. What are you working on? Join us and tell us about it! We'd love to chat, share tips, maybe even inspire one another. 

                                                      
  


Whether you knit, stitch, sketch, or sculpt, there are hundreds of books in our collection to inspire you. Check them out and join us weekly on Thursdays at 3pm. 

This event will take place over Google Meet. You must register with your email address in order to receive the link to participat…",2025-03-24 23:01:57.000000
Hip Hop Trivia,"Join us to celebrate Hip Hop’s 50th anniversary by testing your hip-hop knowledge against other participants!

There will be small, 3D printed prizes! This event will take place in-person at Wakefield Library.


	This project was made possible in part by the Institute of Museum and Library Services.",2025-03-24 16:26:22.000000
Family Game Hour,"This event will take place in person at the Richmondtown Branch Library.

Choose a board game or puzzle from our collection & get your game on! Fun for the whole family.",2025-03-24 13:21:33.000000
Dante's Divine Comedy: A Pilgrimage in Seventeen Steps,"Surely one of the most ambitious works of literature ever written, Dante's  Divine Comedy tells the story of how the author's soul journeyed from the exile of a ""dark wood"" towards the light of its Native Land in God, in whose Image it was created. Steeped in the political, theological, and philosophical engagements of its time, this series of seventeen lectures seeks to assist the reader and the merely curious alike in understanding the world of Dante, so that we may better understand ourselves…",2025-03-25 01:00:01.000000
Family Storytime @ City Island,"This event will take place in person at the City Island Library. Join us for live, program with songs, rhymes, and favorite read-aloud books as we show you that storytime is fun for the whole family. Ideal for caregivers with multiple-aged children. First Come, First Served.  A limit of 15 children and caregivers per session. 

Storytime is a program for parents/caregivers and their children. Both the parent/caregiver and the child must be present during the entire program: unaccompanied adults…",2025-03-24 18:39:24.000000
Open Book Hour - Adult Book Discussion,"Open Book Hour @ Richmondtown Library - 12:00pm

Join us for an hour of recommendations and conversations about your favorite recent reads! 

This is a casual discussion session that will focus on what you're currently reading and your favorties from the past. Together, we will discover new books, authors, titles, and genres!

 Additional books will be displayed at the discussion and will be available to check-out! 

Pick your next favorite read off of our Free Book Giveaway bookcart

*No Regist…",2025-03-24 12:16:04.000000
Riverside Knitting and Crocheting Circle,Join us for the Riverside knitting and crocheting circle every Saturday from 10am  to 12pm. Please bring your own materials and get ready to have some crafty good times!,2025-03-24 19:06:35.000000
Family Game Hour,"This event will take place in person at the Richmondtown Branch Library.

Choose a board game or puzzle from our collection & get your game on! Fun for the whole family.",2025-03-25 02:03:22.000000
Creative Careers Talk Series: Sculpture with Ada Pilar,"This event is in-person at the Francis Martin Library.

For anyone who has ever wondered how to realisitically build a career as an artist we have award-winning teaching artist Ada Pilar leading a talk on her experience. There will be an opportunity for questions and Ada will be sharing a fun art exercise at the end of the talk! 

Registration is required. 

Author Bio:


  


 

Ada Pilar Cruz has a Masters of Fine Arts in sculpture from Cranbrook Academy of Art. She primarily makes clay sculpt…",2025-03-24 19:34:06.000000
Start with Art,"Promote early literacythrough art, while getting creative! Young  artisits will explore colors, shapes, and more while working on motor skills - and creating some fun crafts along the way. First Come, First Serve.  Limited to 12 children and caregivers per session. 

Storytime is a program for parents/caregivers and their children. Both the parent/caregiver and the child must be present during the entire program: unaccompanied adults or children will be asked to leave the program. When registeri…",2025-03-24 17:26:31.000000
Jazz & Puzzles,"This event will take place in person at the Bronx Library Center.

Want to challenge your brain?

Want to listen to some soothing jazz music?

Come join us for a fun-filled afternoon of puzzles and soothing music.",2025-03-24 12:08:43.000000
BLC Children's Anime Club,"Join us for BLC's Children's Anime Club exclusively for children up to 12 years old. Why should teens have all the fun? Anime is for everyone! Once a month we'll meet up with bean bag chairs and relax to watch youth-friendly anime episodes or discuss mangas within the children's graphic novel collection. 

Please Note: Masks are encouraged at all NYPL locations. No registration is required.",2025-03-24 22:45:14.000000
Live Trivia Hour (U.S. History Edition),"Think you know U.S. History? Come test your knowledge and join the Live Trivia Hour. Strap on your thinking cap for our next event in the series: U.S. History Edition. 

This event will take place IN PERSON at Stavros Niarchos Foundation Library, First Floor Corner Space. Registration is required.",2025-03-24 17:16:12.000000
City Island Book Club,"Every month, a new title will be chosen and copies will be available for pickup on a first-come, first-served basis. This program will also include “Meet the Collection” where titles will be presented related to a particular topic. Call us for details on what we're reading next.",2025-03-25 02:30:23.000000
LGBTQ+ Book Club: Didn't Nobody Give a Shit What Happened to Carlotta by James Hannaham,"This event will take place at Stavros Niarchos Foundation Library (SNFL), Room 303, Floor 3.

LGBTQ+ Book Club reads and discusses fiction, nonfiction, and graphic novels centered around queer individuals, communities, and experiences. Please note that these books deal frankly, sometimes explicitly, with contemporary issues and all works discussed are artistic expressions selected for an adult audience.

Our selection for July is Didn't Nobody Give a Shit What Happened to Carlotta by James Hanna…",2025-03-24 17:54:16.000000
Tango at the Library - Morning Session,"This event is in-person at the Stavros Niarchos Foundation Library, 455 Fifth Avenue, New York, NY 10016.

Led by Karina Romero, this program is designed to introduce you to the basic steps of Argentine Tango. Originated in Argentina, Tango is danced around the world by people of all sizes and ages. It is said that if you can walk, then you can tango. Whether you’re a beginner or an experienced Tango aficionado, all are welcome to join this program.

Requirements to participate:


	You must regi…",2025-03-24 19:15:50.000000
Family Storytime @ City Island,"This event will take place in person at the City Island Library. Join us for live, program with songs, rhymes, and favorite read-aloud books as we show you that storytime is fun for the whole family. Ideal for caregivers with multiple-aged children. First Come, First Served.  A limit of 15 children and caregivers per session. 

Storytime is a program for parents/caregivers and their children. Both the parent/caregiver and the child must be present during the entire program: unaccompanied adults…",2025-03-24 14:37:54.000000
